"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000678","GO:2000678","negative regulation of transcription regulatory region DNA binding","6/1402","15/13303",0.00292871994505265,0.0365766178887042,0.0305407961165195,"Ddit3/Id2/Mad2l2/Hey1/Sox11/Msx1",6
"GO:2001185","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","6/1402","15/13303",0.00292871994505265,0.0365766178887042,0.0305407961165195,"Cd274/Crtam/Nckap1l/Socs1/Runx3/Ceacam1",6
"GO:0048247","GO:0048247","lymphocyte chemotaxis","10/1402","36/13303",0.00319696210399979,0.0397681517249809,0.0332056675513058,"Ccl5/Ccl4/Ccl25/Ccl2/Ccl20/Ccr7/Cxcl12/Ccr2/Gas6/Ccl9",10
"GO:0090023","GO:0090023","positive regulation of neutrophil chemotaxis","7/1402","20/13303",0.00319991620214778,0.0397681517249809,0.0332056675513058,"Nckap1l/C3ar1/Edn1/Il1b/Ccr7/Cxcr2/Dysf",7
"GO:0030072","GO:0030072","peptide hormone secretion","32/1402","185/13303",0.00330710700826403,0.0410000607878197,0.0342342887222608,"Ccl5/Nr1d1/Tnf/Syt7/Pfkfb2/Ptprn/Inhbb/Cpt1a/Il6/Edn1/Kalrn/Il1b/Trpm2/Lepr/Nos2/Brsk2/Pparg/Myrip/Cftr/Il1rn/Abca12/Ildr1/Piwil4/Ptger4/Cnr1/Abat/Doc2b/Adcy8/Tnfsf11/Abcg1/Baiap3/Blk",32
"GO:0003013","GO:0003013","circulatory system process","54/1402","354/13303",0.00334725838528351,0.0413968719523019,0.0345656186693895,"Id2/Icam1/Ccl4/Trex1/Gch1/Cd34/Pde2a/Ptgs1/Smad7/Ncald/Slc4a5/Hmox1/C3ar1/Edn1/Ptafr/Smad6/Slc6a4/Tjp3/Atp1a2/Abcb1a/Rgs2/Htr1d/Nos2/Kcnk6/Cacnb2/Nox1/Ephx2/Popdc2/Atp1a3/Gpr4/Pparg/Cxcr2/Cftr/Casq2/Comp/Cnr1/Ttn/Abat/Aoc3/Qrfp/Cysltr1/Snta1/Acta2/Rangrf/Pomc/F5/Gas6/Ceacam1/Adora2a/Oxtr/Myl4/Tacr3/Ncf2/Akap6",54
"GO:0045071","GO:0045071","negative regulation of viral genome replication","11/1402","42/13303",0.00335834638701681,0.0414331909835108,0.0345959443854159,"Isg20/Apobec3/Parp10/Ccl5/Tnf/Oas2/Oas1c/Adar/Oasl1/Trim6/Ifitm1",11
"GO:0007187","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","5/1402","11/13303",0.00345817256153575,0.0420523711250867,0.0351129482954222,"Htr1d/Nos2/Chrm1/Gnat1/Vipr1",5
"GO:0042573","GO:0042573","retinoic acid metabolic process","5/1402","11/13303",0.00345817256153575,0.0420523711250867,0.0351129482954222,"Cyp26b1/Cyp26a1/Bco2/Crabp2/Aldh1a3",5
"GO:0043301","GO:0043301","negative regulation of leukocyte degranulation","5/1402","11/13303",0.00345817256153575,0.0420523711250867,0.0351129482954222,"Cd84/Nckap1l/Hmox1/Cd300a/Ccr2",5
"GO:0050802","GO:0050802","circadian sleep/wake cycle, sleep","5/1402","11/13303",0.00345817256153575,0.0420523711250867,0.0351129482954222,"Chrnb2/Il6/Ptger4/Adora2a/Csf2",5
"GO:0050908","GO:0050908","detection of light stimulus involved in visual perception","5/1402","11/13303",0.00345817256153575,0.0420523711250867,0.0351129482954222,"Reep6/Rom1/Atp8a2/Cngb1/Gnat1",5
"GO:0050962","GO:0050962","detection of light stimulus involved in sensory perception","5/1402","11/13303",0.00345817256153575,0.0420523711250867,0.0351129482954222,"Reep6/Rom1/Atp8a2/Cngb1/Gnat1",5
"GO:0001779","GO:0001779","natural killer cell differentiation","9/1402","31/13303",0.00367103887440988,0.0444283109491081,0.0370968138887735,"Id2/Il15/Prdm1/Ptprc/Slamf1/Ikzf1/Gas6/Pglyrp4/Pglyrp2",9
"GO:0032633","GO:0032633","interleukin-4 production","9/1402","31/13303",0.00367103887440988,0.0444283109491081,0.0370968138887735,"Ddit3/Havcr2/Il33/Cebpb/Prkcq/Syk/Nlrp3/Il20rb/Tnfsf4",9
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","14/1402","61/13303",0.00379183012968775,0.0457811699506005,0.0382264260105038,"Skil/Trp53/Fbn1/Smad7/Dand5/Smad6/Bambi/Peg10/Pbld2/Pparg/Tgfb1i1/Bmp2/Veph1/Rasl11b",14
"GO:0050727","GO:0050727","regulation of inflammatory response","40/1402","247/13303",0.00381254805198923,0.0459222316309508,0.0383442098917949,"Fgfr1/Ccl5/Nfkbia/Nr1d1/Tnf/Serpine1/Il1rl1/Il33/Trex1/Syt11/Cebpa/Pde2a/Fcgr1/Il6/Cebpb/Il1b/Shpk/Dnase1l3/Ccr7/Gpr4/Pparg/Gpx2/Ggt1/Ccr2/Zfp36/Ptger4/Cnr1/Fcgr3/Aoc3/Ido1/Nlrp3/Osm/Il20rb/Tnfaip6/Tnfsf4/Adora2a/Tnfsf11/Casp4/Pglyrp2/Slc7a2",40
"GO:0006939","GO:0006939","smooth muscle contraction","16/1402","74/13303",0.00387003412246607,0.0464399279630473,0.0387764767070849,"Chrnb2/Ptgs1/Edn1/Ptafr/Atp1a2/Rgs2/Tbx2/Htr1d/Chrnb4/Comp/Ptger4/Abat/Acta2/Myh11/Oxtr/Tacr3",16
"GO:0061982","GO:0061982","meiosis I cell cycle process","19/1402","94/13303",0.00387380079801929,0.0464399279630473,0.0387764767070849,"Sycp1/Zcwpw1/Piwil2/Prdm9/Syce2/M1ap/Hsf2bp/Slc25a31/Hormad1/Tex11/Hspa2/Sycp3/Tex15/Msh4/Hfm1/Fmn2/Brdt/Gm960/Cpeb1",19
"GO:0050673","GO:0050673","epithelial cell proliferation","52/1402","341/13303",0.0039651326026221,0.0474229859273603,0.0395973118359686,"Id1/Fgfr1/Ccl5/Nr1d1/Tnf/Chuk/Id2/Cdh3/Cd34/Gata2/Klk8/Ptprn/Prl2c2/Lgr4/Egfr/Cdkn1c/Thap1/Hmox1/Tgm1/Il6/Cebpb/Nr4a3/Ccl2/Fap/Agap2/Ppp1r16b/Cldn1/Epgn/Hey1/Loxl2/Serpinb1a/Pparg/Runx3/Rgcc/Cxcl12/Fgf9/Bmp2/Ereg/Dysf/Zfp36/Flt4/Apoh/Fgf7/Sox11/Wnt10b/Hyal1/Mmp12/Lims2/Ceacam1/Tnfsf11/Gas1/Prkd1",52
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","22/1402","115/13303",0.00402411441100497,0.0480154308712166,0.0400919923527849,"Id1/Fgfr1/Tnf/Id2/Cebpa/Smoc1/Il6/Cebpb/Smad6/Bambi/Bmpr1b/Cebpd/Hey1/Pparg/Bmp2/Ptger4/Sox11/Wnt10b/Fam20c/Wnt4/Ifitm1/Prkd1",22
"GO:0007169","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","69/1402","478/13303",0.00408164400370783,0.0482321693433286,0.0402729649486526,"Hspb1/Gab1/Csrnp1/Txnip/Baiap2l1/Fgfr1/Csf1r/Ngf/Cdh3/Blnk/Ndrg4/Plat/Sema6a/Socs2/Dok2/Angpt2/Enpp1/Egfr/Igfbp6/Flrt2/Eif2ak3/Socs1/Fam83a/Esm1/Nr4a3/Nfatc4/Ccl2/Prkcq/Smoc2/Il1b/Epgn/Ppp2r5b/Gdf15/Syk/Bex1/Fgf9/Trim72/Sla/Bmp2/Ereg/Hhex/Pdk4/Srms/Efnb3/Cdk5r1/Flt4/Fasl/Pde6g/Fgf7/Anks1b/Nrtn/Plce1/Lox/Lat/Fgfr4/Fam20c/Gfra1/Ptprt/Gfra2/Mst1r/Epha3/Ceacam1/Pou1f1/Wnt4/Efemp1/Blk/Prkd1/Pdk2/Vil1",69
"GO:0019730","GO:0019730","antimicrobial humoral response","11/1402","43/13303",0.00409138147143371,0.0482321693433286,0.0402729649486526,"Cxcl2/Ccl25/Ccl20/Cxcl1/Bcl3/Cxcl12/1300017J02Rik/Pomc/Ppbp/Pglyrp4/Pf4",11
"GO:0043392","GO:0043392","negative regulation of DNA binding","11/1402","43/13303",0.00409138147143371,0.0482321693433286,0.0402729649486526,"Id1/Sp100/Ddit3/Id2/Hmox1/Mad2l2/Hey1/Sox11/Mdfi/Msx1/Gzma",11
"GO:0045143","GO:0045143","homologous chromosome segregation","11/1402","43/13303",0.00409138147143371,0.0482321693433286,0.0402729649486526,"Sycp1/Zcwpw1/Prdm9/Syce2/Hormad1/Tex11/Sycp3/Tex15/Msh4/Fmn2/Cpeb1",11
"GO:0002347","GO:0002347","response to tumor cell","8/1402","26/13303",0.00409921250370214,0.0482321693433286,0.0402729649486526,"Txnip/Cd274/Havcr2/Klf4/Crtam/Ulbp1/Muc4/Ceacam1",8
"GO:0046427","GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","8/1402","26/13303",0.00409921250370214,0.0482321693433286,0.0402729649486526,"Prl2c3/Prl2c2/Socs1/Il6/Agap2/Cyp1b1/Cd300a/Stra6",8
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","18/1402","88/13303",0.00425983090904618,0.0493563778084777,0.0412116581222821,"Tnf/Serpine1/Klf4/Gadd45a/Stab1/Sema6a/Angpt2/Ccl2/Gpr4/Pparg/Rgcc/Hhex/Ccr2/Ptger4/Fasl/Apoh/Adgrb2/Wnt4",18
"GO:0002476","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","6/1402","16/13303",0.00427243876366913,0.0493563778084777,0.0412116581222821,"Gm11127/H2-T24/H2-Q10/Gm8909/H2-Q1/H2-Q2",6
"GO:0002484","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","6/1402","16/13303",0.00427243876366913,0.0493563778084777,0.0412116581222821,"Gm11127/H2-T24/H2-Q10/Gm8909/H2-Q1/H2-Q2",6
"GO:0002834","GO:0002834","regulation of response to tumor cell","6/1402","16/13303",0.00427243876366913,0.0493563778084777,0.0412116581222821,"Cd274/Havcr2/Crtam/Ulbp1/Muc4/Ceacam1",6
"GO:0002837","GO:0002837","regulation of immune response to tumor cell","6/1402","16/13303",0.00427243876366913,0.0493563778084777,0.0412116581222821,"Cd274/Havcr2/Crtam/Ulbp1/Muc4/Ceacam1",6
"GO:0006837","GO:0006837","serotonin transport","6/1402","16/13303",0.00427243876366913,0.0493563778084777,0.0412116581222821,"Slc6a4/Syk/Cd300a/Cnr1/Fcgr3/Slc29a4",6
"GO:0051590","GO:0051590","positive regulation of neurotransmitter transport","6/1402","16/13303",0.00427243876366913,0.0493563778084777,0.0412116581222821,"Rab3gap1/Rab3b/Nlgn1/Ptger4/Adora2a/Baiap3",6
"GO:0090280","GO:0090280","positive regulation of calcium ion import","6/1402","16/13303",0.00427243876366913,0.0493563778084777,0.0412116581222821,"Serpine1/Ccl2/Trpv3/Trpv2/Cxcl12/P2rx5",6
"GO:0098660","GO:0098660","inorganic ion transmembrane transport","68/1402","471/13303",0.00432322781177718,0.0497579511893446,0.0415469644315805,"P2rx7/Ddit3/Ngf/Rrad/Atp2a1/Atp6v0d1/Gem/Slc9a2/Hecw2/Ank1/Vamp2/Hspa2/Edn1/Ptafr/Abcb6/Neto2/Slc6a4/Atp1a2/Trpv3/Slc5a5/Stac/Trpm6/Trpc6/Trpm2/Atp6v0a4/Atp6v0e2/P2ry12/Slc39a2/Kcnk6/Ptprc/Kcnj12/Pkd2l1/Fhl1/Cacnb2/Gabrr2/Hvcn1/Atp1a3/Slc11a1/Trpv2/Slc6a14/Slc37a1/Cftr/Casq2/Dysf/Kcnip3/Atp2a3/Fasl/Kcnab1/Kcnu1/Snta1/Ano4/Rangrf/Gjc2/Slc9a4/Kcnh3/Scnn1g/Gas6/Tmc1/Rhbg/P2rx5/Slc12a8/Prkd1/Tmem163/Jph3/Slc37a2/Wnk3/Akap6/Slc9a9",68
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","7/1402","21/13303",0.00436906242165993,0.0497579511893446,0.0415469644315805,"Tnf/Fcgr1/Ccr7/Gpx2/Cnr1/Fcgr3/Il20rb",7
"GO:0002888","GO:0002888","positive regulation of myeloid leukocyte mediated immunity","7/1402","21/13303",0.00436906242165993,0.0497579511893446,0.0415469644315805,"Ddx58/Fcgr1/Ptafr/Itgam/Cxcl1/Fcgr3/Pomc",7
"GO:0006775","GO:0006775","fat-soluble vitamin metabolic process","7/1402","21/13303",0.00436906242165993,0.0497579511893446,0.0415469644315805,"Fgfr1/Tnf/Cbr3/Cyp26b1/Cyp26a1/Fgfr4/Cyp4f18",7
"GO:0045063","GO:0045063","T-helper 1 cell differentiation","7/1402","21/13303",0.00436906242165993,0.0497579511893446,0.0415469644315805,"Relb/Gadd45g/Il18r1/Ccr7/Ccr2/Il27/Tnfsf4",7
"GO:0045954","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","7/1402","21/13303",0.00436906242165993,0.0497579511893446,0.0415469644315805,"Cadm1/Crtam/Ulbp1/Klrc1/Klrb1c/Vav1/Lag3",7
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","19/1402","95/13303",0.00437572382090046,0.0497579511893446,0.0415469644315805,"Tnf/Crlf2/Trex1/Fcgr1/Foxj1/Inpp5d/Slc15a4/Mad2l2/Cd40/Trbc1/Ptprc/Bcl3/H2-DMa/Fcgr3/Trdc/Trbc2/C2/Tnfsf4/C9",19
"GO:0010466","GO:0010466","negative regulation of peptidase activity","24/1402","130/13303",0.00441268580995846,0.0498562442793728,0.0416290373348584,"Ngf/Serpinb2/Tnf/Herpud1/Serpine1/Serpinb6b/Klf4/Serpinb9/Anxa8/Serpind1/Tfpi2/Il6/Tfpi/Serpinb8/Serpinb9c/Serpina3i/Serpinb1a/Mical1/Serpini1/Timp3/Gas6/Fetub/Adora2a/Wnt9a",24
"GO:0017157","GO:0017157","regulation of exocytosis","31/1402","181/13303",0.00441522487719023,0.0498562442793728,0.0416290373348584,"P2rx7/Rab3gap1/Chrnb2/Cd84/Syt7/Nckap1l/Syt11/Rab3b/Gata2/Hmox1/Vamp2/Ptafr/Rab15/Nlgn1/Nr3c2/Itgam/Syk/Cd300a/Grin3a/Adcy1/Scamp5/Cftr/Ccr2/Mical1/Doc2b/Rims3/Prkcg/Klrc1/Adora2a/Blk/Apba1",31
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","14/1402","62/13303",0.00443340987886612,0.0498562442793728,0.0416290373348584,"Ccl5/Serpine1/Icam1/Fbn1/Nckap1l/Itgb7/Acer2/L1cam/Itga11/Cyp1b1/Muc1/P2ry12/Syk/Itgbl1",14
"GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","14/1402","62/13303",0.00443340987886612,0.0498562442793728,0.0416290373348584,"Cebpa/Il6/Cebpb/Bmpr1b/Cebpd/Hey1/Bmp2/Ptger4/Sox11/Wnt10b/Fam20c/Wnt4/Ifitm1/Prkd1",14
"GO:0048844","GO:0048844","artery morphogenesis","14/1402","62/13303",0.00443340987886612,0.0498562442793728,0.0416290373348584,"Nprl3/Adgrf5/Smad7/Edn1/Wnt11/Prdm1/Tbx2/Prrx1/Hey1/Fkbp10/Comp/Ptger4/Notch4/Stra6",14
"GO:0019058","GO:0019058","viral life cycle","33/1402","196/13303",0.00444581430934672,0.0498853733651421,0.0416533595800766,"Trim21/Trim25/Trim30a/Isg20/Ifi27/Trim26/Apobec3/Ly6e/Trim12c/Parp10/Ccl5/Tnf/Trim34a/Icam1/Oas2/Pcx/Oas1c/Adar/Oasl1/Trim34b/Trim6/4930486L24Rik/Trim30c/Trim12a/Trim30d/Ptx3/Trim30b/Tmprss11d/Gas6/Trim15/Tmprss4/Ceacam1/Ifitm1",33
"GO:0002790","GO:0002790","peptide secretion","32/1402","189/13303",0.00462224746740737,0.0517033144370787,0.0431713065865167,"Ccl5/Nr1d1/Tnf/Syt7/Pfkfb2/Ptprn/Inhbb/Cpt1a/Il6/Edn1/Kalrn/Il1b/Trpm2/Lepr/Nos2/Brsk2/Pparg/Myrip/Cftr/Il1rn/Abca12/Ildr1/Piwil4/Ptger4/Cnr1/Abat/Doc2b/Adcy8/Tnfsf11/Abcg1/Baiap3/Blk",32
"GO:0002455","GO:0002455","humoral immune response mediated by circulating immunoglobulin","9/1402","32/13303",0.0046383457374204,0.0517033144370787,0.0431713065865167,"Tnf/Foxj1/Trbc1/Ptprc/Bcl3/Trdc/Trbc2/C2/C9",9
"GO:1904894","GO:1904894","positive regulation of receptor signaling pathway via STAT","9/1402","32/13303",0.0046383457374204,0.0517033144370787,0.0431713065865167,"Crlf2/Prl2c3/Prl2c2/Socs1/Il6/Agap2/Cyp1b1/Cd300a/Stra6",9
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","13/1402","56/13303",0.00467421473095738,0.0518756189464112,0.0433151776493223,"Relb/Gadd45g/Smad7/Il18r1/Il6/Nfkbid/Ccr7/Bcl3/Ccr2/Ptger4/Il27/Nlrp3/Tnfsf4",13
"GO:0042093","GO:0042093","T-helper cell differentiation","13/1402","56/13303",0.00467421473095738,0.0518756189464112,0.0433151776493223,"Relb/Gadd45g/Smad7/Il18r1/Il6/Nfkbid/Ccr7/Bcl3/Ccr2/Ptger4/Il27/Nlrp3/Tnfsf4",13
"GO:0048608","GO:0048608","reproductive structure development","52/1402","344/13303",0.00474308798501241,0.0525253076858782,0.0438576556715286,"Gab1/Xist/H3f3b/Afp/Eomes/Serpine1/Serpinb6b/Icam1/Rbm15/Foxa1/Cebpa/Gata2/Ptprn/Lgr4/Il1a/Nefh/Egfr/Cdkn1c/Asb1/Tex11/Cebpb/Dlx3/Prdm1/Gdf9/Abcb1a/Peg10/Tex15/Zfat/Junb/Bmpr1b/Msh4/Hey1/Gjb5/Pparg/Nrk/Fgf9/Ptx3/Col9a3/Cftr/Ereg/Ptger4/Fgf7/Sycp2/Sox8/Amh/Pcdh12/Nup210l/Mdfi/Wnt4/Stra6/Csf2/Adam1a",52
"GO:1901343","GO:1901343","negative regulation of vasculature development","18/1402","89/13303",0.0048268779847017,0.0533370017309538,0.0445354051128541,"Tnf/Serpine1/Klf4/Gadd45a/Stab1/Sema6a/Angpt2/Ccl2/Gpr4/Pparg/Rgcc/Hhex/Ccr2/Ptger4/Fasl/Apoh/Adgrb2/Wnt4",18
"GO:0050796","GO:0050796","regulation of insulin secretion","24/1402","131/13303",0.00487705290047121,0.053774533390662,0.044900735916657,"Ccl5/Nr1d1/Tnf/Syt7/Pfkfb2/Inhbb/Cpt1a/Il6/Il1b/Trpm2/Lepr/Nos2/Brsk2/Myrip/Cftr/Abca12/Piwil4/Cnr1/Abat/Doc2b/Adcy8/Abcg1/Baiap3/Blk",24
"GO:0019724","GO:0019724","B cell mediated immunity","19/1402","96/13303",0.00493013769032742,0.0542421858873036,0.0452912170594672,"Tnf/Crlf2/Trex1/Fcgr1/Foxj1/Inpp5d/Slc15a4/Mad2l2/Cd40/Trbc1/Ptprc/Bcl3/H2-DMa/Fcgr3/Trdc/Trbc2/C2/Tnfsf4/C9",19
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","23/1402","124/13303",0.00494386471541965,0.0542757329340779,0.0453192282200114,"Ccl5/Nfkbia/Aim2/Nr1d1/Tnf/Chuk/Trp53/Ccl4/Cebpa/Il6/Ccl25/Ccl2/Ccl20/Cd40/St18/Syk/Tnfsf13b/Zfp36/Gas6/Ccl9/Tnfsf11/Gpd1/Tnfrsf13c",23
"GO:0070167","GO:0070167","regulation of biomineral tissue development","16/1402","76/13303",0.00509817777075899,0.0558492189844137,0.0466330598269062,"P2rx7/Bglap3/Enpp1/Cebpb/S1pr1/Bmpr1b/Hey1/Cftr/Fzd9/Bmp2/Comp/Srgn/Wnt10b/Fam20c/Gas6/Wnt4",16
"GO:0006936","GO:0006936","muscle contraction","33/1402","198/13303",0.00521059929305962,0.0569580133475742,0.047558882511865,"Tpm2/Atp2a1/Chrnb2/Ptgs1/Smad7/Edn1/Ptafr/Atp1a2/Stac/Rgs2/Myh3/Synm/Tbx2/Htr1d/Cacnb2/Atp1a3/Tmod1/Casq2/Chrnb4/Comp/Ptger4/Ttn/Atp8a2/Abat/Tnnt1/Snta1/Acta2/Rangrf/Myh11/Oxtr/Myl4/Tacr3/Akap6",33
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","8/1402","27/13303",0.00529611489569089,0.0576448651280446,0.0481323909825892,"P2rx7/Gm11127/H2-T24/H2-Q10/Gm8909/H2-Q1/H2-Q2/Ptprc",8
"GO:0051930","GO:0051930","regulation of sensory perception of pain","8/1402","27/13303",0.00529611489569089,0.0576448651280446,0.0481323909825892,"Fgfr1/Il33/Il1a/Fcgr1/Acpp/Edn1/Ptafr/Fcgr4",8
"GO:0002246","GO:0002246","wound healing involved in inflammatory response","5/1402","12/13303",0.00541805899751287,0.0579789344933851,0.0484113326935665,"Il1a/Hmox1/Abi3bp/Pparg/Ccr2",5
"GO:0015802","GO:0015802","basic amino acid transport","5/1402","12/13303",0.00541805899751287,0.0579789344933851,0.0484113326935665,"Slc15a4/AU018091/Slc11a1/Slc7a3/Slc7a2",5
"GO:0032230","GO:0032230","positive regulation of synaptic transmission, GABAergic","5/1402","12/13303",0.00541805899751287,0.0579789344933851,0.0484113326935665,"Car2/Nlgn1/Adora2a/Car7/Oxtr",5
"GO:0034368","GO:0034368","protein-lipid complex remodeling","5/1402","12/13303",0.00541805899751287,0.0579789344933851,0.0484113326935665,"Pla2g7/Mttp/Abca5/Apom/Abcg1",5
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","5/1402","12/13303",0.00541805899751287,0.0579789344933851,0.0484113326935665,"Pla2g7/Mttp/Abca5/Apom/Abcg1",5
"GO:0042053","GO:0042053","regulation of dopamine metabolic process","5/1402","12/13303",0.00541805899751287,0.0579789344933851,0.0484113326935665,"Nr4a2/Chrnb2/Itgam/Abat/Tacr3",5
"GO:1903236","GO:1903236","regulation of leukocyte tethering or rolling","5/1402","12/13303",0.00541805899751287,0.0579789344933851,0.0484113326935665,"Fut4/Ccl25/Ptafr/Cxcl12/Ccr2",5
"GO:2001225","GO:2001225","regulation of chloride transport","5/1402","12/13303",0.00541805899751287,0.0579789344933851,0.0484113326935665,"Car2/Ptafr/Abcb1a/Cftr/Car7",5
"GO:0043270","GO:0043270","positive regulation of ion transport","35/1402","214/13303",0.00556260818798444,0.0594007088645481,0.0495984878680966,"P2rx7/Rab3gap1/Ccl5/Serpine1/Chrnb2/Arc/Rab3b/Il1a/Hspa2/Cebpb/Edn1/Ptafr/Slc6a4/Ccl2/Trpv3/Abcb1a/Stac/Trpc6/Il1b/P2ry12/Fhl1/Cxcl1/Cacnb2/Trpv2/Cxcl12/Cftr/Chrm1/Abat/Gjc2/Pdzk1/Adora2a/Tnfsf11/P2rx5/Wnk3/Akap6",35
"GO:0043405","GO:0043405","regulation of MAP kinase activity","29/1402","169/13303",0.00561010240288439,0.0597822861925815,0.0499170978449296,"P2rx7/Gab1/Fgfr1/Tnf/Trib3/Fgd4/Gstp2/Taok3/Egfr/Tpd52l1/Edn1/Rgs2/Cd40/Il1b/Epgn/Ptprc/Ccr7/Syk/Pparg/Cd300a/Irak3/Il1rn/Bmp2/Tnxb/Dusp1/Map3k13/Mst1r/Ceacam1/Tnfsf11",29
